temp,rh,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg,Å[miu
20,0.2633,-180689.6883,615.8070142,0.056008061,1.81E-07,1.36E+06,0.942091199,1.31E-22,4.79E-09,1.34E-20,1.09E-11,9.82E-08,1.81E+05
20,0.2634,-180638.2728,616.0408946,0.056017352,1.81E-07,1.36E+06,0.942138025,1.32E-22,4.79E-09,1.34E-20,1.09E-11,9.82E-08,1.81E+05
20,0.2635,-180586.8768,616.274775,0.056026643,1.81E-07,1.36E+06,0.942184843,1.32E-22,4.79E-09,1.35E-20,1.09E-11,9.82E-08,1.81E+05
20,0.2636,-180535.5003,616.5086553,0.056035932,1.81E-07,1.36E+06,0.942231653,1.32E-22,4.79E-09,1.35E-20,1.09E-11,9.83E-08,1.81E+05
20,0.2637,-180484.1433,616.7425357,0.056045221,1.81E-07,1.36E+06,0.942278455,1.33E-22,4.79E-09,1.35E-20,1.09E-11,9.83E-08,1.80E+05
20,0.2638,-180432.8058,616.9764161,0.056054508,1.81E-07,1.36E+06,0.942325249,1.33E-22,4.79E-09,1.36E-20,1.09E-11,9.83E-08,1.80E+05
20,0.2639,-180381.4877,617.2102964,0.056063795,1.81E-07,1.36E+06,0.942372036,1.34E-22,4.79E-09,1.36E-20,1.09E-11,9.84E-08,1.80E+05
20,0.264,-180330.1891,617.4441768,0.056073081,1.81E-07,1.36E+06,0.942418814,1.34E-22,4.79E-09,1.37E-20,1.09E-11,9.84E-08,1.80E+05
20,0.2641,-180278.9099,617.6780572,0.056082366,1.81E-07,1.36E+06,0.942465584,1.34E-22,4.79E-09,1.37E-20,1.09E-11,9.84E-08,1.80E+05
20,0.2642,-180227.6501,617.9119376,0.05609165,1.81E-07,1.36E+06,0.942512347,1.35E-22,4.79E-09,1.38E-20,1.09E-11,9.85E-08,1.80E+05
20,0.2643,-180176.4097,618.1458179,0.056100933,1.81E-07,1.36E+06,0.942559102,1.35E-22,4.79E-09,1.38E-20,1.09E-11,9.85E-08,1.80E+05
20,0.2644,-180125.1887,618.3796983,0.056110215,1.81E-07,1.36E+06,0.942605848,1.36E-22,4.79E-09,1.38E-20,1.09E-11,9.85E-08,1.80E+05
20,0.2645,-180073.9871,618.6135787,0.056119496,1.81E-07,1.36E+06,0.942652587,1.36E-22,4.79E-09,1.39E-20,1.09E-11,9.86E-08,1.80E+05
20,0.2646,-180022.8048,618.847459,0.056128777,1.81E-07,1.36E+06,0.942699318,1.37E-22,4.79E-09,1.39E-20,1.10E-11,9.86E-08,1.80E+05
20,0.2647,-179971.6418,619.0813394,0.056138057,1.81E-07,1.36E+06,0.942746041,1.37E-22,4.79E-09,1.40E-20,1.10E-11,9.86E-08,1.80E+05
20,0.2648,-179920.4982,619.3152198,0.056147335,1.81E-07,1.36E+06,0.942792757,1.37E-22,4.79E-09,1.40E-20,1.10E-11,9.87E-08,1.80E+05
20,0.2649,-179869.3739,619.5491001,0.056156613,1.82E-07,1.36E+06,0.942839464,1.38E-22,4.79E-09,1.41E-20,1.10E-11,9.87E-08,1.80E+05
20,0.265,-179818.2689,619.7829805,0.05616589,1.82E-07,1.36E+06,0.942886164,1.38E-22,4.79E-09,1.41E-20,1.10E-11,9.87E-08,1.80E+05
20,0.2651,-179767.1832,620.0168609,0.056175166,1.82E-07,1.36E+06,0.942932855,1.39E-22,4.79E-09,1.41E-20,1.10E-11,9.88E-08,1.80E+05
20,0.2652,-179716.1167,620.2507413,0.056184442,1.82E-07,1.36E+06,0.942979539,1.39E-22,4.79E-09,1.42E-20,1.10E-11,9.88E-08,1.80E+05
20,0.2653,-179665.0695,620.4846216,0.056193716,1.82E-07,1.36E+06,0.943026216,1.40E-22,4.79E-09,1.42E-20,1.10E-11,9.88E-08,1.80E+05
20,0.2654,-179614.0415,620.718502,0.056202989,1.82E-07,1.36E+06,0.943072884,1.40E-22,4.79E-09,1.43E-20,1.10E-11,9.89E-08,1.80E+05
20,0.2655,-179563.0328,620.9523824,0.056212262,1.82E-07,1.36E+06,0.943119544,1.40E-22,4.79E-09,1.43E-20,1.10E-11,9.89E-08,1.80E+05
20,0.2656,-179512.0432,621.1862627,0.056221534,1.82E-07,1.36E+06,0.943166197,1.41E-22,4.79E-09,1.44E-20,1.10E-11,9.89E-08,1.80E+05
20,0.2657,-179461.0729,621.4201431,0.056230805,1.82E-07,1.36E+06,0.943212842,1.41E-22,4.79E-09,1.44E-20,1.10E-11,9.90E-08,1.79E+05
20,0.2658,-179410.1217,621.6540235,0.056240075,1.82E-07,1.36E+06,0.943259479,1.42E-22,4.79E-09,1.44E-20,1.10E-11,9.90E-08,1.79E+05
20,0.2659,-179359.1897,621.8879038,0.056249344,1.82E-07,1.36E+06,0.943306108,1.42E-22,4.79E-09,1.45E-20,1.10E-11,9.90E-08,1.79E+05
20,0.266,-179308.2768,622.1217842,0.056258612,1.82E-07,1.36E+06,0.94335273,1.43E-22,4.79E-09,1.45E-20,1.10E-11,9.91E-08,1.79E+05
20,0.2661,-179257.3831,622.3556646,0.05626788,1.82E-07,1.36E+06,0.943399344,1.43E-22,4.79E-09,1.46E-20,1.10E-11,9.91E-08,1.79E+05
20,0.2662,-179206.5085,622.589545,0.056277146,1.82E-07,1.36E+06,0.94344595,1.43E-22,4.79E-09,1.46E-20,1.10E-11,9.91E-08,1.79E+05
20,0.2663,-179155.6531,622.8234253,0.056286412,1.82E-07,1.36E+06,0.943492548,1.44E-22,4.79E-09,1.47E-20,1.10E-11,9.92E-08,1.79E+05
20,0.2664,-179104.8167,623.0573057,0.056295677,1.82E-07,1.36E+06,0.943539139,1.44E-22,4.79E-09,1.47E-20,1.10E-11,9.92E-08,1.79E+05
20,0.2665,-179053.9994,623.2911861,0.056304941,1.82E-07,1.36E+06,0.943585721,1.45E-22,4.79E-09,1.48E-20,1.10E-11,9.92E-08,1.79E+05
20,0.2666,-179003.2011,623.5250664,0.056314204,1.82E-07,1.36E+06,0.943632296,1.45E-22,4.79E-09,1.48E-20,1.10E-11,9.93E-08,1.79E+05
20,0.2667,-178952.4219,623.7589468,0.056323466,1.82E-07,1.36E+06,0.943678864,1.46E-22,4.79E-09,1.49E-20,1.10E-11,9.93E-08,1.79E+05
20,0.2668,-178901.6617,623.9928272,0.056332728,1.82E-07,1.36E+06,0.943725423,1.46E-22,4.79E-09,1.49E-20,1.10E-11,9.93E-08,1.79E+05
20,0.2669,-178850.9206,624.2267075,0.056341988,1.83E-07,1.36E+06,0.943771975,1.47E-22,4.79E-09,1.49E-20,1.10E-11,9.94E-08,1.79E+05
20,0.267,-178800.1985,624.4605879,0.056351248,1.83E-07,1.36E+06,0.94381852,1.47E-22,4.79E-09,1.50E-20,1.10E-11,9.94E-08,1.79E+05
20,0.2671,-178749.4953,624.6944683,0.056360507,1.83E-07,1.36E+06,0.943865056,1.47E-22,4.79E-09,1.50E-20,1.10E-11,9.94E-08,1.79E+05
20,0.2672,-178698.8112,624.9283487,0.056369765,1.83E-07,1.36E+06,0.943911585,1.48E-22,4.79E-09,1.51E-20,1.11E-11,9.94E-08,1.79E+05
20,0.2673,-178648.146,625.162229,0.056379022,1.83E-07,1.36E+06,0.943958106,1.48E-22,4.79E-09,1.51E-20,1.11E-11,9.95E-08,1.79E+05
20,0.2674,-178597.4997,625.3961094,0.056388278,1.83E-07,1.36E+06,0.94400462,1.49E-22,4.79E-09,1.52E-20,1.11E-11,9.95E-08,1.79E+05
20,0.2675,-178546.8724,625.6299898,0.056397534,1.83E-07,1.36E+06,0.944051125,1.49E-22,4.79E-09,1.52E-20,1.11E-11,9.95E-08,1.79E+05
20,0.2676,-178496.2641,625.8638701,0.056406788,1.83E-07,1.36E+06,0.944097624,1.50E-22,4.79E-09,1.53E-20,1.11E-11,9.96E-08,1.78E+05
20,0.2677,-178445.6746,626.0977505,0.056416042,1.83E-07,1.36E+06,0.944144114,1.50E-22,4.79E-09,1.53E-20,1.11E-11,9.96E-08,1.78E+05
20,0.2678,-178395.104,626.3316309,0.056425295,1.83E-07,1.36E+06,0.944190597,1.51E-22,4.79E-09,1.54E-20,1.11E-11,9.96E-08,1.78E+05
20,0.2679,-178344.5523,626.5655112,0.056434547,1.83E-07,1.36E+06,0.944237072,1.51E-22,4.79E-09,1.54E-20,1.11E-11,9.97E-08,1.78E+05
20,0.268,-178294.0195,626.7993916,0.056443798,1.83E-07,1.36E+06,0.94428354,1.52E-22,4.79E-09,1.55E-20,1.11E-11,9.97E-08,1.78E+05
20,0.2681,-178243.5055,627.033272,0.056453049,1.83E-07,1.36E+06,0.94433,1.52E-22,4.79E-09,1.55E-20,1.11E-11,9.97E-08,1.78E+05
20,0.2682,-178193.0103,627.2671524,0.056462298,1.83E-07,1.36E+06,0.944376452,1.53E-22,4.79E-09,1.56E-20,1.11E-11,9.98E-08,1.78E+05
20,0.2683,-178142.534,627.5010327,0.056471547,1.83E-07,1.36E+06,0.944422897,1.53E-22,4.79E-09,1.56E-20,1.11E-11,9.98E-08,1.78E+05
20,0.2684,-178092.0765,627.7349131,0.056480795,1.83E-07,1.36E+06,0.944469334,1.53E-22,4.79E-09,1.56E-20,1.11E-11,9.98E-08,1.78E+05
20,0.2685,-178041.6378,627.9687935,0.056490042,1.83E-07,1.36E+06,0.944515763,1.54E-22,4.79E-09,1.57E-20,1.11E-11,9.99E-08,1.78E+05
20,0.2686,-177991.2179,628.2026738,0.056499288,1.83E-07,1.36E+06,0.944562185,1.54E-22,4.79E-09,1.57E-20,1.11E-11,9.99E-08,1.78E+05
20,0.2687,-177940.8167,628.4365542,0.056508534,1.83E-07,1.36E+06,0.9446086,1.55E-22,4.79E-09,1.58E-20,1.11E-11,9.99E-08,1.78E+05
20,0.2688,-177890.4343,628.6704346,0.056517778,1.84E-07,1.36E+06,0.944655006,1.55E-22,4.79E-09,1.58E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2689,-177840.0706,628.9043149,0.056527022,1.84E-07,1.36E+06,0.944701406,1.56E-22,4.79E-09,1.59E-20,1.11E-11,1.00E-07,1.78E+05
20,0.269,-177789.7257,629.1381953,0.056536265,1.84E-07,1.36E+06,0.944747797,1.56E-22,4.79E-09,1.59E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2691,-177739.3994,629.3720757,0.056545507,1.84E-07,1.36E+06,0.944794181,1.57E-22,4.79E-09,1.60E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2692,-177689.0919,629.6059561,0.056554748,1.84E-07,1.36E+06,0.944840558,1.57E-22,4.79E-09,1.60E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2693,-177638.8031,629.8398364,0.056563989,1.84E-07,1.36E+06,0.944886927,1.58E-22,4.79E-09,1.61E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2694,-177588.5329,630.0737168,0.056573228,1.84E-07,1.36E+06,0.944933288,1.58E-22,4.79E-09,1.61E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2695,-177538.2813,630.3075972,0.056582467,1.84E-07,1.36E+06,0.944979642,1.59E-22,4.79E-09,1.62E-20,1.11E-11,1.00E-07,1.78E+05
20,0.2696,-177488.0485,630.5414775,0.056591705,1.84E-07,1.36E+06,0.945025988,1.59E-22,4.79E-09,1.62E-20,1.11E-11,1.00E-07,1.77E+05
20,0.2697,-177437.8342,630.7753579,0.056600942,1.84E-07,1.36E+06,0.945072327,1.60E-22,4.79E-09,1.63E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2698,-177387.6386,631.0092383,0.056610178,1.84E-07,1.36E+06,0.945118659,1.60E-22,4.79E-09,1.63E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2699,-177337.4615,631.2431186,0.056619414,1.84E-07,1.36E+06,0.945164982,1.61E-22,4.79E-09,1.64E-20,1.12E-11,1.00E-07,1.77E+05
20,0.27,-177287.3031,631.476999,0.056628648,1.84E-07,1.36E+06,0.945211299,1.61E-22,4.79E-09,1.64E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2701,-177237.1632,631.7108794,0.056637882,1.84E-07,1.36E+06,0.945257608,1.62E-22,4.79E-09,1.65E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2702,-177187.0419,631.9447598,0.056647115,1.84E-07,1.36E+06,0.945303909,1.62E-22,4.79E-09,1.65E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2703,-177136.9391,632.1786401,0.056656347,1.84E-07,1.36E+06,0.945350203,1.63E-22,4.79E-09,1.66E-20,1.12E-11,1.00E-07,1.77E+05
20,0.2704,-177086.8549,632.4125205,0.056665579,1.84E-07,1.36E+06,0.945396489,1.63E-22,4.79E-09,1.66E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2705,-177036.7892,632.6464009,0.056674809,1.84E-07,1.36E+06,0.945442768,1.64E-22,4.79E-09,1.67E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2706,-176986.742,632.8802812,0.056684039,1.84E-07,1.36E+06,0.94548904,1.64E-22,4.79E-09,1.67E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2707,-176936.7133,633.1141616,0.056693268,1.84E-07,1.36E+06,0.945535304,1.65E-22,4.79E-09,1.68E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2708,-176886.703,633.348042,0.056702496,1.85E-07,1.36E+06,0.94558156,1.65E-22,4.79E-09,1.68E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2709,-176836.7112,633.5819224,0.056711723,1.85E-07,1.36E+06,0.945627809,1.66E-22,4.79E-09,1.69E-20,1.12E-11,1.01E-07,1.77E+05
20,0.271,-176786.7379,633.8158027,0.05672095,1.85E-07,1.36E+06,0.945674051,1.66E-22,4.79E-09,1.69E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2711,-176736.783,634.0496831,0.056730176,1.85E-07,1.36E+06,0.945720285,1.67E-22,4.79E-09,1.70E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2712,-176686.8466,634.2835635,0.056739401,1.85E-07,1.36E+06,0.945766512,1.67E-22,4.79E-09,1.70E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2713,-176636.9285,634.5174438,0.056748625,1.85E-07,1.36E+06,0.945812732,1.68E-22,4.79E-09,1.71E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2714,-176587.0288,634.7513242,0.056757848,1.85E-07,1.36E+06,0.945858944,1.68E-22,4.79E-09,1.71E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2715,-176537.1476,634.9852046,0.05676707,1.85E-07,1.36E+06,0.945905148,1.69E-22,4.79E-09,1.72E-20,1.12E-11,1.01E-07,1.77E+05
20,0.2716,-176487.2847,635.2190849,0.056776292,1.85E-07,1.36E+06,0.945951346,1.69E-22,4.79E-09,1.72E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2717,-176437.4401,635.4529653,0.056785513,1.85E-07,1.36E+06,0.945997535,1.70E-22,4.78E-09,1.73E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2718,-176387.6139,635.6868457,0.056794733,1.85E-07,1.36E+06,0.946043718,1.70E-22,4.78E-09,1.74E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2719,-176337.806,635.9207261,0.056803952,1.85E-07,1.36E+06,0.946089893,1.71E-22,4.78E-09,1.74E-20,1.12E-11,1.01E-07,1.76E+05
20,0.272,-176288.0164,636.1546064,0.056813171,1.85E-07,1.36E+06,0.946136061,1.71E-22,4.78E-09,1.75E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2721,-176238.2452,636.3884868,0.056822389,1.85E-07,1.36E+06,0.946182221,1.72E-22,4.78E-09,1.75E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2722,-176188.4922,636.6223672,0.056831605,1.85E-07,1.36E+06,0.946228374,1.72E-22,4.78E-09,1.76E-20,1.12E-11,1.01E-07,1.76E+05
20,0.2723,-176138.7575,636.8562475,0.056840822,1.85E-07,1.36E+06,0.94627452,1.73E-22,4.78E-09,1.76E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2724,-176089.041,637.0901279,0.056850037,1.85E-07,1.36E+06,0.946320658,1.73E-22,4.78E-09,1.77E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2725,-176039.3429,637.3240083,0.056859251,1.85E-07,1.36E+06,0.946366789,1.74E-22,4.78E-09,1.77E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2726,-175989.6629,637.5578886,0.056868465,1.85E-07,1.36E+06,0.946412913,1.74E-22,4.78E-09,1.78E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2727,-175940.0012,637.791769,0.056877678,1.86E-07,1.36E+06,0.946459029,1.75E-22,4.78E-09,1.78E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2728,-175890.3576,638.0256494,0.05688689,1.86E-07,1.36E+06,0.946505138,1.75E-22,4.78E-09,1.79E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2729,-175840.7323,638.2595298,0.056896102,1.86E-07,1.36E+06,0.94655124,1.76E-22,4.78E-09,1.79E-20,1.13E-11,1.01E-07,1.76E+05
20,0.273,-175791.1251,638.4934101,0.056905312,1.86E-07,1.36E+06,0.946597335,1.76E-22,4.78E-09,1.80E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2731,-175741.5361,638.7272905,0.056914522,1.86E-07,1.36E+06,0.946643422,1.77E-22,4.78E-09,1.80E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2732,-175691.9653,638.9611709,0.056923731,1.86E-07,1.36E+06,0.946689502,1.78E-22,4.78E-09,1.81E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2733,-175642.4126,639.1950512,0.056932939,1.86E-07,1.36E+06,0.946735574,1.78E-22,4.78E-09,1.82E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2734,-175592.8781,639.4289316,0.056942147,1.86E-07,1.36E+06,0.94678164,1.79E-22,4.78E-09,1.82E-20,1.13E-11,1.01E-07,1.76E+05
20,0.2735,-175543.3616,639.662812,0.056951353,1.86E-07,1.36E+06,0.946827698,1.79E-22,4.78E-09,1.83E-20,1.13E-11,1.02E-07,1.76E+05
20,0.2736,-175493.8633,639.8966923,0.056960559,1.86E-07,1.36E+06,0.946873748,1.80E-22,4.78E-09,1.83E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2737,-175444.383,640.1305727,0.056969764,1.86E-07,1.36E+06,0.946919792,1.80E-22,4.78E-09,1.84E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2738,-175394.9208,640.3644531,0.056978969,1.86E-07,1.36E+06,0.946965828,1.81E-22,4.78E-09,1.84E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2739,-175345.4767,640.5983335,0.056988172,1.86E-07,1.36E+06,0.947011857,1.81E-22,4.78E-09,1.85E-20,1.13E-11,1.02E-07,1.75E+05
20,0.274,-175296.0506,640.8322138,0.056997375,1.86E-07,1.36E+06,0.947057879,1.82E-22,4.78E-09,1.85E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2741,-175246.6426,641.0660942,0.057006577,1.86E-07,1.36E+06,0.947103894,1.82E-22,4.78E-09,1.86E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2742,-175197.2526,641.2999746,0.057015778,1.86E-07,1.36E+06,0.947149901,1.83E-22,4.78E-09,1.87E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2743,-175147.8806,641.5338549,0.057024979,1.86E-07,1.36E+06,0.947195901,1.84E-22,4.78E-09,1.87E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2744,-175098.5266,641.7677353,0.057034178,1.86E-07,1.36E+06,0.947241894,1.84E-22,4.78E-09,1.88E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2745,-175049.1905,642.0016157,0.057043377,1.86E-07,1.36E+06,0.94728788,1.85E-22,4.78E-09,1.88E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2746,-174999.8725,642.235496,0.057052575,1.87E-07,1.36E+06,0.947333858,1.85E-22,4.78E-09,1.89E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2747,-174950.5724,642.4693764,0.057061773,1.87E-07,1.36E+06,0.94737983,1.86E-22,4.78E-09,1.89E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2748,-174901.2902,642.7032568,0.057070969,1.87E-07,1.36E+06,0.947425794,1.86E-22,4.78E-09,1.90E-20,1.13E-11,1.02E-07,1.75E+05
20,0.2749,-174852.026,642.9371372,0.057080165,1.87E-07,1.36E+06,0.947471751,1.87E-22,4.78E-09,1.91E-20,1.14E-11,1.02E-07,1.75E+05
20,0.275,-174802.7797,643.1710175,0.05708936,1.87E-07,1.37E+06,0.947517701,1.87E-22,4.78E-09,1.91E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2751,-174753.5513,643.4048979,0.057098555,1.87E-07,1.37E+06,0.947563643,1.88E-22,4.78E-09,1.92E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2752,-174704.3407,643.6387783,0.057107748,1.87E-07,1.37E+06,0.947609579,1.89E-22,4.78E-09,1.92E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2753,-174655.1481,643.8726586,0.057116941,1.87E-07,1.37E+06,0.947655507,1.89E-22,4.78E-09,1.93E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2754,-174605.9733,644.106539,0.057126133,1.87E-07,1.37E+06,0.947701428,1.90E-22,4.78E-09,1.93E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2755,-174556.8164,644.3404194,0.057135324,1.87E-07,1.37E+06,0.947747342,1.90E-22,4.78E-09,1.94E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2756,-174507.6773,644.5742997,0.057144515,1.87E-07,1.37E+06,0.947793249,1.91E-22,4.78E-09,1.95E-20,1.14E-11,1.02E-07,1.75E+05
20,0.2757,-174458.5561,644.8081801,0.057153704,1.87E-07,1.37E+06,0.947839149,1.91E-22,4.78E-09,1.95E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2758,-174409.4527,645.0420605,0.057162893,1.87E-07,1.37E+06,0.947885042,1.92E-22,4.78E-09,1.96E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2759,-174360.367,645.2759409,0.057172082,1.87E-07,1.37E+06,0.947930927,1.93E-22,4.78E-09,1.96E-20,1.14E-11,1.02E-07,1.74E+05
20,0.276,-174311.2992,645.5098212,0.057181269,1.87E-07,1.37E+06,0.947976806,1.93E-22,4.78E-09,1.97E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2761,-174262.2491,645.7437016,0.057190456,1.87E-07,1.37E+06,0.948022677,1.94E-22,4.78E-09,1.98E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2762,-174213.2168,645.977582,0.057199642,1.87E-07,1.37E+06,0.948068541,1.94E-22,4.78E-09,1.98E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2763,-174164.2022,646.2114623,0.057208827,1.87E-07,1.37E+06,0.948114399,1.95E-22,4.78E-09,1.99E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2764,-174115.2054,646.4453427,0.057218012,1.87E-07,1.37E+06,0.948160249,1.95E-22,4.78E-09,1.99E-20,1.14E-11,1.02E-07,1.74E+05
20,0.2765,-174066.2263,646.6792231,0.057227195,1.88E-07,1.37E+06,0.948206092,1.96E-22,4.78E-09,2.00E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2766,-174017.2649,646.9131034,0.057236378,1.88E-07,1.37E+06,0.948251928,1.97E-22,4.78E-09,2.01E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2767,-173968.3212,647.1469838,0.05724556,1.88E-07,1.37E+06,0.948297757,1.97E-22,4.78E-09,2.01E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2768,-173919.3952,647.3808642,0.057254742,1.88E-07,1.37E+06,0.948343578,1.98E-22,4.78E-09,2.02E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2769,-173870.4869,647.6147446,0.057263923,1.88E-07,1.37E+06,0.948389393,1.98E-22,4.78E-09,2.02E-20,1.14E-11,1.03E-07,1.74E+05
20,0.277,-173821.5962,647.8486249,0.057273103,1.88E-07,1.37E+06,0.948435201,1.99E-22,4.78E-09,2.03E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2771,-173772.7232,648.0825053,0.057282282,1.88E-07,1.37E+06,0.948481002,2.00E-22,4.78E-09,2.04E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2772,-173723.8678,648.3163857,0.057291461,1.88E-07,1.37E+06,0.948526795,2.00E-22,4.78E-09,2.04E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2773,-173675.03,648.550266,0.057300638,1.88E-07,1.37E+06,0.948572582,2.01E-22,4.78E-09,2.05E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2774,-173626.2098,648.7841464,0.057309815,1.88E-07,1.37E+06,0.948618361,2.01E-22,4.78E-09,2.05E-20,1.14E-11,1.03E-07,1.74E+05
20,0.2775,-173577.4073,649.0180268,0.057318992,1.88E-07,1.37E+06,0.948664134,2.02E-22,4.78E-09,2.06E-20,1.15E-11,1.03E-07,1.74E+05
20,0.2776,-173528.6223,649.2519071,0.057328167,1.88E-07,1.37E+06,0.9487099,2.03E-22,4.78E-09,2.07E-20,1.15E-11,1.03E-07,1.74E+05
20,0.2777,-173479.8549,649.4857875,0.057337342,1.88E-07,1.37E+06,0.948755658,2.03E-22,4.78E-09,2.07E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2778,-173431.105,649.7196679,0.057346516,1.88E-07,1.37E+06,0.94880141,2.04E-22,4.78E-09,2.08E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2779,-173382.3727,649.9535483,0.057355689,1.88E-07,1.37E+06,0.948847154,2.04E-22,4.78E-09,2.08E-20,1.15E-11,1.03E-07,1.73E+05
20,0.278,-173333.6579,650.1874286,0.057364862,1.88E-07,1.37E+06,0.948892892,2.05E-22,4.78E-09,2.09E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2781,-173284.9606,650.421309,0.057374034,1.88E-07,1.37E+06,0.948938623,2.06E-22,4.78E-09,2.10E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2782,-173236.2809,650.6551894,0.057383205,1.88E-07,1.37E+06,0.948984346,2.06E-22,4.78E-09,2.10E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2783,-173187.6186,650.8890697,0.057392376,1.88E-07,1.37E+06,0.949030063,2.07E-22,4.78E-09,2.11E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2784,-173138.9739,651.1229501,0.057401545,1.89E-07,1.37E+06,0.949075773,2.08E-22,4.78E-09,2.12E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2785,-173090.3466,651.3568305,0.057410714,1.89E-07,1.37E+06,0.949121476,2.08E-22,4.78E-09,2.12E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2786,-173041.7367,651.5907108,0.057419882,1.89E-07,1.37E+06,0.949167172,2.09E-22,4.78E-09,2.13E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2787,-172993.1443,651.8245912,0.05742905,1.89E-07,1.37E+06,0.94921286,2.09E-22,4.78E-09,2.14E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2788,-172944.5693,652.0584716,0.057438217,1.89E-07,1.37E+06,0.949258542,2.10E-22,4.78E-09,2.14E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2789,-172896.0118,652.292352,0.057447383,1.89E-07,1.37E+06,0.949304218,2.11E-22,4.78E-09,2.15E-20,1.15E-11,1.03E-07,1.73E+05
20,0.279,-172847.4716,652.5262323,0.057456548,1.89E-07,1.37E+06,0.949349886,2.11E-22,4.78E-09,2.15E-20,1.15E-11,1.03E-07,1.73E+05
20,0.2791,-172798.9489,652.7601127,0.057465713,1.89E-07,1.37E+06,0.949395547,2.12E-22,4.78E-09,2.16E-20,1.15E-11,1.03E-07,1.73E+05
